"customer_id","current_age","gender","numeric_yearly_income","numeric_total_debt","credit_score","dti_ratio","generational_segment","credit_score_bucket"
266,19,Female,27494.00,26097.00,724,1139.03,Gen Z,Medium Risk (600-740)
5,65,Male,20614.00,14042.00,711,817.43,Boomers+,Medium Risk (600-740)
1712,82,Female,66999.00,3140.00,730,56.24,Boomers+,Medium Risk (600-740)
1360,41,Male,38874.00,64474.00,672,1990.25,Millennials,Medium Risk (600-740)
1013,25,Female,48017.00,95549.00,711,2387.88,Gen Z,Medium Risk (600-740)
993,47,Female,44789.00,94789.00,638,2539.61,Gen X,Medium Risk (600-740)
642,35,Female,34143.00,49839.00,648,1751.66,Millennials,Medium Risk (600-740)
1871,83,Male,16611.00,1797.00,696,129.82,Boomers+,Medium Risk (600-740)
1721,36,Female,38496.00,64688.00,642,2016.46,Millennials,Medium Risk (600-740)
868,78,Male,31046.00,11436.00,706,442.03,Boomers+,Medium Risk (600-740)
1517,37,Male,123540.00,236393.00,764,2296.19,Millennials,Low Risk (>740)
364,65,Female,39809.00,0.00,775,0.00,Boomers+,Low Risk (>740)
686,64,Male,34576.00,81087.00,683,2814.22,Boomers+,Medium Risk (600-740)
696,74,Female,110570.00,5700.00,766,61.86,Boomers+,Low Risk (>740)
962,28,Male,34262.00,60506.00,846,2119.18,Gen Z,Low Risk (>740)
1407,40,Male,40473.00,54899.00,689,1627.72,Millennials,Medium Risk (600-740)
1015,33,Female,96744.00,128122.00,838,1589.21,Millennials,Low Risk (>740)
1456,48,Male,31231.00,40499.00,681,1556.11,Gen X,Medium Risk (600-740)
1861,57,Female,66427.00,103290.00,779,1865.93,Gen X,Low Risk (>740)
161,31,Male,23469.00,22976.00,731,1174.79,Millennials,Medium Risk (600-740)
263,30,Male,26519.00,63979.00,663,2895.09,Millennials,Medium Risk (600-740)
1389,40,Female,34799.00,72749.00,793,2508.66,Millennials,Low Risk (>740)
1707,28,Female,35194.00,56006.00,620,1909.62,Gen Z,Medium Risk (600-740)
1374,28,Female,39679.00,93772.00,758,2835.92,Gen Z,Low Risk (>740)
1855,67,Male,31287.00,25844.00,728,991.24,Boomers+,Medium Risk (600-740)
867,26,Male,38805.00,54466.00,614,1684.30,Gen Z,Medium Risk (600-740)
274,43,Female,48810.00,0.00,799,0.00,Millennials,Low Risk (>740)
1552,62,Male,45450.00,85218.00,686,2249.98,Boomers+,Medium Risk (600-740)
635,25,Female,34201.00,42895.00,731,1505.04,Gen Z,Medium Risk (600-740)
1526,53,Female,34137.00,80467.00,671,2828.61,Gen X,Medium Risk (600-740)
319,67,Male,28357.00,10400.00,628,440.10,Boomers+,Medium Risk (600-740)
740,30,Female,32343.00,39656.00,683,1471.33,Millennials,Medium Risk (600-740)
965,18,Female,42142.00,116857.00,713,3327.52,Gen Z,Medium Risk (600-740)
1421,30,Male,32985.00,32764.00,740,1191.96,Millennials,Medium Risk (600-740)
1538,82,Male,23572.00,216.00,590,11.00,Boomers+,High Risk (<600)
1101,25,Female,28862.00,20944.00,751,870.79,Gen Z,Low Risk (>740)
92,76,Female,31145.00,5132.00,689,197.73,Boomers+,Medium Risk (600-740)
125,64,Female,26535.00,93592.00,724,4232.54,Boomers+,Medium Risk (600-740)
449,58,Female,39796.00,9452.00,729,285.01,Gen X,Medium Risk (600-740)
1173,71,Male,51703.00,5371.00,722,124.66,Boomers+,Medium Risk (600-740)
1810,66,Male,31175.00,5846.00,711,225.03,Boomers+,Medium Risk (600-740)
1843,89,Male,38761.00,69.00,760,2.14,Boomers+,Low Risk (>740)
1578,86,Male,33291.00,695.00,714,25.05,Boomers+,Medium Risk (600-740)
658,40,Female,52630.00,68559.00,725,1563.19,Millennials,Medium Risk (600-740)
1858,73,Male,26481.00,10392.00,705,470.92,Boomers+,Medium Risk (600-740)
1663,24,Male,2370.00,4397.00,581,2226.33,Gen Z,High Risk (<600)
1503,59,Male,43021.00,86014.00,725,2399.22,Gen X,Medium Risk (600-740)
725,18,Male,44466.00,3096.00,709,83.55,Gen Z,Medium Risk (600-740)
1671,50,Male,42886.00,60474.00,604,1692.13,Gen X,Medium Risk (600-740)
1233,35,Male,37843.00,40003.00,697,1268.49,Millennials,Medium Risk (600-740)
1271,34,Male,48398.00,138998.00,642,3446.37,Millennials,Medium Risk (600-740)
473,33,Female,28181.00,37929.00,682,1615.09,Millennials,Medium Risk (600-740)
1541,48,Female,37422.00,127116.00,681,4076.19,Gen X,Medium Risk (600-740)
149,24,Female,91237.00,231619.00,594,3046.38,Gen Z,High Risk (<600)
560,59,Male,43913.00,83944.00,676,2293.92,Gen X,Medium Risk (600-740)
1006,37,Male,44550.00,117302.00,761,3159.65,Millennials,Low Risk (>740)
368,75,Male,42806.00,20432.00,726,572.78,Boomers+,Medium Risk (600-740)
1696,63,Female,53702.00,85160.00,606,1902.95,Boomers+,Medium Risk (600-740)
416,86,Female,38273.00,1658.00,765,51.98,Boomers+,Low Risk (>740)
51,29,Female,51303.00,106248.00,688,2485.19,Gen Z,Medium Risk (600-740)
196,44,Female,35775.00,67263.00,773,2256.20,Millennials,Low Risk (>740)
690,71,Female,67186.00,29682.00,692,530.15,Boomers+,Medium Risk (600-740)
1477,47,Male,46763.00,65106.00,696,1670.71,Gen X,Medium Risk (600-740)
260,62,Male,29110.00,23504.00,699,968.90,Boomers+,Medium Risk (600-740)
857,90,Male,41831.00,1100.00,615,31.56,Boomers+,Medium Risk (600-740)
1167,42,Female,49117.00,42380.00,769,1035.41,Millennials,Low Risk (>740)
1358,69,Female,68930.00,72619.00,768,1264.22,Boomers+,Low Risk (>740)
1611,68,Female,20334.00,9544.00,684,563.23,Boomers+,Medium Risk (600-740)
734,43,Female,24917.00,36101.00,693,1738.62,Millennials,Medium Risk (600-740)
1507,39,Female,44344.00,82822.00,744,2241.26,Millennials,Low Risk (>740)
504,38,Female,34311.00,61776.00,705,2160.57,Millennials,Medium Risk (600-740)
524,57,Male,35239.00,43270.00,726,1473.48,Gen X,Medium Risk (600-740)
525,55,Male,37147.00,0.00,703,0.00,Gen X,Medium Risk (600-740)
250,50,Female,34671.00,55643.00,786,1925.86,Gen X,Low Risk (>740)
479,57,Male,61173.00,71422.00,692,1401.05,Gen X,Medium Risk (600-740)
343,55,Female,47643.00,45706.00,764,1151.21,Gen X,Low Risk (>740)
1196,60,Female,34895.00,56622.00,820,1947.17,Gen X,Low Risk (>740)
1530,64,Female,1785.00,2892.00,732,1944.20,Boomers+,Medium Risk (600-740)
1963,98,Male,33869.00,370.00,821,13.11,Boomers+,Low Risk (>740)
764,77,Female,31066.00,20902.00,712,807.39,Boomers+,Medium Risk (600-740)
213,37,Female,55172.00,96779.00,629,2104.96,Millennials,Medium Risk (600-740)
410,54,Female,46956.00,94340.00,610,2410.94,Gen X,Medium Risk (600-740)
1685,53,Male,74012.00,93119.00,681,1509.79,Gen X,Medium Risk (600-740)
225,32,Male,40887.00,50734.00,688,1489.00,Millennials,Medium Risk (600-740)
1210,32,Male,34531.00,60156.00,703,2090.50,Millennials,Medium Risk (600-740)
1336,18,Female,53995.00,154800.00,673,3440.32,Gen Z,Medium Risk (600-740)
576,68,Female,63502.00,24100.00,638,455.42,Boomers+,Medium Risk (600-740)
1677,51,Male,33178.00,92366.00,671,3340.74,Gen X,Medium Risk (600-740)
1969,84,Male,44690.00,2249.00,733,60.39,Boomers+,Medium Risk (600-740)
1431,56,Female,39409.00,52076.00,599,1585.71,Gen X,High Risk (<600)
558,19,Male,33080.00,55066.00,692,1997.56,Gen Z,Medium Risk (600-740)
1482,54,Male,89152.00,162012.00,675,2180.71,Gen X,Medium Risk (600-740)
1295,70,Female,27772.00,14408.00,788,622.56,Boomers+,Low Risk (>740)
1468,66,Male,44137.00,22392.00,626,608.80,Boomers+,Medium Risk (600-740)
538,66,Female,30265.00,36789.00,814,1458.68,Boomers+,Low Risk (>740)
748,55,Male,37534.00,99840.00,706,3191.99,Gen X,Medium Risk (600-740)
1068,21,Male,32345.00,61066.00,730,2265.55,Gen Z,Medium Risk (600-740)
41,38,Male,27183.00,58323.00,637,2574.68,Millennials,Medium Risk (600-740)
807,52,Female,38487.00,49725.00,691,1550.39,Gen X,Medium Risk (600-740)
1430,69,Female,33642.00,20874.00,593,744.57,Boomers+,High Risk (<600)
1873,51,Female,34302.00,84935.00,651,2971.31,Gen X,Medium Risk (600-740)
204,31,Female,42754.00,60172.00,656,1688.88,Millennials,Medium Risk (600-740)
424,24,Female,51045.00,127864.00,772,3005.91,Gen Z,Low Risk (>740)
980,84,Male,24055.00,0.00,733,0.00,Boomers+,Medium Risk (600-740)
1415,28,Male,45021.00,77559.00,689,2067.28,Gen Z,Medium Risk (600-740)
600,18,Male,46878.00,60121.00,578,1539.00,Gen Z,High Risk (<600)
652,82,Female,22726.00,1692.00,784,89.34,Boomers+,Low Risk (>740)
1129,49,Male,34449.00,36540.00,686,1272.84,Gen X,Medium Risk (600-740)
885,36,Male,28334.00,0.00,700,0.00,Millennials,Medium Risk (600-740)
1899,31,Female,57166.00,111755.00,737,2345.90,Millennials,Medium Risk (600-740)
1369,59,Female,35854.00,49101.00,850,1643.36,Gen X,Low Risk (>740)
1057,39,Female,44958.00,91549.00,787,2443.59,Millennials,Low Risk (>740)
1302,62,Female,28988.00,13351.00,694,552.68,Boomers+,Medium Risk (600-740)
415,53,Male,33729.00,0.00,763,0.00,Gen X,Low Risk (>740)
83,31,Male,59455.00,96224.00,557,1942.12,Millennials,High Risk (<600)
1093,18,Male,47543.00,124177.00,667,3134.27,Gen Z,Medium Risk (600-740)
28,39,Female,54273.00,110237.00,789,2437.39,Millennials,Low Risk (>740)
33,77,Female,38692.00,8902.00,596,276.09,Boomers+,High Risk (<600)
1646,54,Male,29898.00,19719.00,714,791.45,Gen X,Medium Risk (600-740)
1847,22,Female,31443.00,52826.00,676,2016.07,Gen Z,Medium Risk (600-740)
1152,43,Male,35538.00,71591.00,747,2417.39,Millennials,Low Risk (>740)
134,43,Male,50174.00,145300.00,643,3475.11,Millennials,Medium Risk (600-740)
188,24,Male,87436.00,135294.00,845,1856.82,Gen Z,Low Risk (>740)
220,33,Female,61846.00,12525.00,722,243.02,Millennials,Medium Risk (600-740)
1343,22,Female,24369.00,37437.00,575,1843.51,Gen Z,High Risk (<600)
1930,26,Male,44470.00,66413.00,721,1792.12,Gen Z,Medium Risk (600-740)
1260,28,Male,42806.00,49194.00,712,1379.08,Gen Z,Medium Risk (600-740)
96,69,Female,99825.00,4344.00,685,52.22,Boomers+,Medium Risk (600-740)
1166,44,Female,39898.00,43630.00,682,1312.25,Millennials,Medium Risk (600-740)
1533,39,Female,49412.00,42378.00,830,1029.18,Millennials,Low Risk (>740)
88,22,Male,33337.00,71679.00,712,2580.16,Gen Z,Medium Risk (600-740)
1451,58,Female,17078.00,25245.00,719,1773.86,Gen X,Medium Risk (600-740)
57,28,Female,43826.00,84935.00,823,2325.61,Gen Z,Low Risk (>740)
1335,51,Female,97845.00,255288.00,836,3130.93,Gen X,Low Risk (>740)
816,56,Male,36285.00,67244.00,759,2223.86,Gen X,Low Risk (>740)
1081,31,Female,50666.00,102318.00,617,2423.35,Millennials,Medium Risk (600-740)
1385,51,Female,82298.00,182301.00,789,2658.16,Gen X,Low Risk (>740)
1125,25,Male,64917.00,102747.00,689,1899.29,Gen Z,Medium Risk (600-740)
1952,26,Female,36909.00,102869.00,821,3344.52,Gen Z,Low Risk (>740)
1870,24,Male,71054.00,106595.00,767,1800.24,Gen Z,Low Risk (>740)
1345,83,Female,16620.00,1140.00,804,82.31,Boomers+,Low Risk (>740)
1695,45,Female,57027.00,21798.00,709,458.69,Millennials,Medium Risk (600-740)
1906,18,Male,28950.00,61297.00,609,2540.81,Gen Z,Medium Risk (600-740)
1985,50,Female,1426.00,3154.00,680,2654.14,Gen X,Medium Risk (600-740)
1604,55,Male,31308.00,59817.00,742,2292.72,Gen X,Low Risk (>740)
1933,26,Male,29658.00,45750.00,589,1851.10,Gen Z,High Risk (<600)
649,48,Male,46408.00,0.00,847,0.00,Gen X,Low Risk (>740)
1486,39,Female,23307.00,31064.00,789,1599.38,Millennials,Low Risk (>740)
1744,31,Female,29433.00,61260.00,693,2497.60,Millennials,Medium Risk (600-740)
1272,27,Male,61222.00,142541.00,779,2793.92,Gen Z,Low Risk (>740)
400,46,Female,39770.00,72827.00,711,2197.45,Gen X,Medium Risk (600-740)
1994,48,Female,78180.00,102759.00,740,1577.27,Gen X,Medium Risk (600-740)
572,29,Male,47317.00,42433.00,680,1076.14,Gen Z,Medium Risk (600-740)
1442,41,Male,30432.00,101847.00,624,4016.05,Millennials,Medium Risk (600-740)
1853,39,Male,37165.00,0.00,771,0.00,Millennials,Low Risk (>740)
556,46,Male,36405.00,31815.00,715,1048.70,Gen X,Medium Risk (600-740)
1960,30,Male,47916.00,69567.00,612,1742.22,Millennials,Medium Risk (600-740)
321,52,Male,40177.00,47012.00,698,1404.15,Gen X,Medium Risk (600-740)
483,49,Female,39969.00,68456.00,713,2055.27,Gen X,Medium Risk (600-740)
404,44,Male,44816.00,63043.00,625,1688.05,Millennials,Medium Risk (600-740)
1510,32,Male,50658.00,72806.00,764,1724.65,Millennials,Low Risk (>740)
916,21,Male,41260.00,80574.00,682,2343.40,Gen Z,Medium Risk (600-740)
1635,54,Male,42332.00,75213.00,616,2132.09,Gen X,Medium Risk (600-740)
1384,74,Female,23011.00,30510.00,721,1591.07,Boomers+,Medium Risk (600-740)
943,64,Male,87317.00,41998.00,773,577.18,Boomers+,Low Risk (>740)
1236,72,Female,25243.00,18006.00,730,855.97,Boomers+,Medium Risk (600-740)
969,24,Female,58893.00,113715.00,666,2317.05,Gen Z,Medium Risk (600-740)
508,24,Male,64319.00,0.00,757,0.00,Gen Z,Low Risk (>740)
496,47,Male,36319.00,44737.00,730,1478.14,Gen X,Medium Risk (600-740)
450,39,Male,43192.00,33517.00,739,931.20,Millennials,Medium Risk (600-740)
1753,46,Male,45476.00,67636.00,506,1784.75,Gen X,High Risk (<600)
304,31,Male,41297.00,34703.00,685,1008.39,Millennials,Medium Risk (600-740)
839,45,Female,54384.00,69717.00,622,1538.33,Millennials,Medium Risk (600-740)
138,43,Female,32770.00,103262.00,641,3781.34,Millennials,Medium Risk (600-740)
43,26,Female,61104.00,79486.00,721,1561.00,Gen Z,Medium Risk (600-740)
1187,55,Male,47334.00,87775.00,701,2225.25,Gen X,Medium Risk (600-740)
849,67,Female,43828.00,60231.00,711,1649.11,Boomers+,Medium Risk (600-740)
654,47,Female,33883.00,50616.00,524,1792.62,Gen X,High Risk (<600)
1898,44,Male,50993.00,75783.00,675,1783.37,Millennials,Medium Risk (600-740)
1971,48,Male,41690.00,69869.00,763,2011.10,Gen X,Low Risk (>740)
1020,29,Female,54122.00,166903.00,796,3700.59,Gen Z,Low Risk (>740)
22,56,Male,53966.00,135478.00,747,3012.52,Gen X,Low Risk (>740)
436,20,Female,53569.00,79540.00,623,1781.78,Gen Z,Medium Risk (600-740)
1823,67,Male,65362.00,27745.00,743,509.38,Boomers+,Low Risk (>740)
589,58,Male,27035.00,58050.00,595,2576.66,Gen X,High Risk (<600)
49,38,Male,38663.00,59053.00,686,1832.85,Millennials,Medium Risk (600-740)
1350,22,Female,44740.00,103896.00,651,2786.66,Gen Z,Medium Risk (600-740)
1525,43,Female,38994.00,0.00,728,0.00,Millennials,Medium Risk (600-740)
69,54,Female,38318.00,93284.00,748,2921.36,Gen X,Low Risk (>740)
234,42,Female,37623.00,923.00,726,29.44,Millennials,Medium Risk (600-740)
608,32,Male,2365.00,0.00,769,0.00,Millennials,Low Risk (>740)
1064,50,Female,48428.00,72566.00,654,1798.12,Gen X,Medium Risk (600-740)
374,58,Male,31177.00,18859.00,689,725.88,Gen X,Medium Risk (600-740)
286,38,Male,38223.00,30756.00,725,965.58,Millennials,Medium Risk (600-740)
1419,53,Female,61490.00,116180.00,647,2267.30,Gen X,Medium Risk (600-740)
1435,41,Female,92017.00,157723.00,703,2056.88,Millennials,Medium Risk (600-740)
1683,43,Male,25109.00,92.00,850,4.40,Millennials,Low Risk (>740)
727,44,Male,40522.00,81572.00,801,2415.64,Millennials,Low Risk (>740)
1150,46,Male,63030.00,93406.00,791,1778.32,Gen X,Low Risk (>740)
332,61,Male,37362.00,21600.00,703,693.75,Boomers+,Medium Risk (600-740)
487,52,Male,55059.00,162462.00,735,3540.83,Gen X,Medium Risk (600-740)
735,49,Female,67743.00,67132.00,752,1189.18,Gen X,Low Risk (>740)
137,33,Female,41069.00,64073.00,644,1872.16,Millennials,Medium Risk (600-740)
570,34,Male,32245.00,43097.00,625,1603.86,Millennials,Medium Risk (600-740)
1121,44,Female,84365.00,113529.00,796,1614.83,Millennials,Low Risk (>740)
860,55,Male,62791.00,193215.00,692,3692.54,Gen X,Medium Risk (600-740)
518,31,Male,45433.00,91998.00,523,2429.90,Millennials,High Risk (<600)
1203,36,Male,41537.00,128044.00,582,3699.18,Millennials,High Risk (<600)
944,58,Male,119308.00,89328.00,789,898.46,Gen X,Low Risk (>740)
388,25,Female,17310.00,21853.00,749,1514.94,Gen Z,Low Risk (>740)
741,75,Male,41316.00,22629.00,826,657.25,Boomers+,Low Risk (>740)
1737,52,Male,37686.00,41173.00,739,1311.03,Gen X,Medium Risk (600-740)
1709,62,Female,35519.00,111115.00,744,3753.99,Boomers+,Low Risk (>740)
1018,90,Female,31805.00,614.00,755,23.17,Boomers+,Low Risk (>740)
275,43,Female,76288.00,120771.00,710,1899.71,Millennials,Medium Risk (600-740)
1367,49,Female,34255.00,36094.00,708,1264.42,Gen X,Medium Risk (600-740)
1965,24,Male,37443.00,0.00,745,0.00,Gen Z,Low Risk (>740)
284,51,Male,50980.00,0.00,754,0.00,Gen X,Low Risk (>740)
79,70,Female,29164.00,19851.00,625,816.80,Boomers+,Medium Risk (600-740)
1515,77,Female,30457.00,19314.00,520,760.97,Boomers+,High Risk (<600)
1934,47,Female,27763.00,59691.00,691,2580.02,Gen X,Medium Risk (600-740)
9,29,Male,40988.00,89801.00,540,2629.09,Gen Z,High Risk (<600)
1964,68,Male,38637.00,30595.00,643,950.23,Boomers+,Medium Risk (600-740)
982,46,Male,66489.00,45974.00,729,829.74,Gen X,Medium Risk (600-740)
1676,51,Male,50936.00,88447.00,681,2083.72,Gen X,Medium Risk (600-740)
1519,41,Female,40012.00,59472.00,849,1783.62,Millennials,Low Risk (>740)
1098,50,Male,34456.00,54634.00,752,1902.74,Gen X,Low Risk (>740)
554,59,Male,53357.00,114266.00,690,2569.84,Gen X,Medium Risk (600-740)
596,28,Male,34629.00,34484.00,721,1194.98,Gen Z,Medium Risk (600-740)
170,34,Male,36983.00,58895.00,768,1910.99,Millennials,Low Risk (>740)
794,49,Female,29621.00,0.00,730,0.00,Gen X,Medium Risk (600-740)
1697,64,Male,41002.00,97188.00,685,2844.39,Boomers+,Medium Risk (600-740)
573,52,Male,30011.00,84166.00,589,3365.41,Gen X,High Risk (<600)
1715,32,Female,50137.00,90747.00,679,2171.98,Millennials,Medium Risk (600-740)
1607,21,Male,55166.00,70698.00,689,1537.86,Gen Z,Medium Risk (600-740)
1026,84,Male,17016.00,691.00,714,48.73,Boomers+,Medium Risk (600-740)
1892,22,Male,32557.00,60053.00,637,2213.46,Gen Z,Medium Risk (600-740)
402,47,Male,43954.00,60913.00,744,1663.00,Gen X,Low Risk (>740)
1628,56,Male,63439.00,199706.00,786,3777.60,Gen X,Low Risk (>740)
553,73,Male,34067.00,17902.00,628,630.59,Boomers+,Medium Risk (600-740)
1551,47,Male,35699.00,63264.00,687,2126.58,Gen X,Medium Risk (600-740)
1672,28,Male,74644.00,204251.00,792,3283.60,Gen Z,Low Risk (>740)
426,26,Female,42348.00,6204.00,754,175.80,Gen Z,Low Risk (>740)
1135,89,Female,68010.00,0.00,704,0.00,Boomers+,Medium Risk (600-740)
1420,87,Female,60652.00,0.00,688,0.00,Boomers+,Medium Risk (600-740)
1589,39,Female,27494.00,44258.00,702,1931.68,Millennials,Medium Risk (600-740)
1002,31,Male,38788.00,77448.00,716,2396.04,Millennials,Medium Risk (600-740)
1411,57,Female,69007.00,52218.00,720,908.05,Gen X,Medium Risk (600-740)
1654,43,Male,49328.00,6197.00,693,150.75,Millennials,Medium Risk (600-740)
1330,65,Female,35404.00,30887.00,575,1046.90,Boomers+,High Risk (<600)
790,34,Female,46361.00,69620.00,743,1802.03,Millennials,Low Risk (>740)
552,54,Male,52538.00,132409.00,602,3024.30,Gen X,Medium Risk (600-740)
139,73,Female,31317.00,4591.00,687,175.92,Boomers+,Medium Risk (600-740)
1280,28,Male,32676.00,88515.00,641,3250.64,Gen Z,Medium Risk (600-740)
883,33,Male,54333.00,103224.00,584,2279.81,Millennials,High Risk (<600)
359,66,Male,57383.00,20725.00,799,433.40,Boomers+,Low Risk (>740)
1921,44,Male,32064.00,9833.00,709,368.00,Millennials,Medium Risk (600-740)
651,53,Female,34361.00,41375.00,643,1444.95,Gen X,Medium Risk (600-740)
557,59,Male,28245.00,13411.00,669,569.77,Gen X,Medium Risk (600-740)
1071,26,Male,38363.00,63974.00,838,2001.12,Gen Z,Low Risk (>740)
1175,93,Male,10782.00,346.00,770,38.51,Boomers+,Low Risk (>740)
1936,86,Female,35685.00,1135.00,714,38.17,Boomers+,Medium Risk (600-740)
182,49,Female,50984.00,65126.00,616,1532.86,Gen X,Medium Risk (600-740)
468,48,Female,47374.00,35312.00,714,894.47,Gen X,Medium Risk (600-740)
1651,33,Male,56018.00,100163.00,739,2145.66,Millennials,Medium Risk (600-740)
1714,23,Female,73011.00,240352.00,794,3950.40,Gen Z,Low Risk (>740)
1839,59,Female,27439.00,84665.00,631,3702.69,Gen X,Medium Risk (600-740)
1585,35,Female,42229.00,0.00,688,0.00,Millennials,Medium Risk (600-740)
1245,54,Female,42900.00,111007.00,802,3105.09,Gen X,Low Risk (>740)
732,60,Male,39191.00,43396.00,756,1328.75,Gen X,Low Risk (>740)
342,18,Male,128123.00,135808.00,699,1271.98,Gen Z,Medium Risk (600-740)
476,68,Male,41473.00,98151.00,724,2839.95,Boomers+,Medium Risk (600-740)
164,76,Male,37829.00,20185.00,658,640.30,Boomers+,Medium Risk (600-740)
539,21,Female,34568.00,81953.00,765,2844.93,Gen Z,Low Risk (>740)
40,71,Male,29243.00,30686.00,726,1259.21,Boomers+,Medium Risk (600-740)
1,43,Female,45360.00,14587.00,704,385.90,Millennials,Medium Risk (600-740)
272,30,Female,53407.00,125586.00,767,2821.79,Millennials,Low Risk (>740)
521,21,Female,32829.00,44141.00,652,1613.49,Gen Z,Medium Risk (600-740)
988,68,Male,39832.00,5377.00,785,161.99,Boomers+,Low Risk (>740)
660,31,Female,44041.00,109159.00,680,2974.29,Millennials,Medium Risk (600-740)
1381,79,Male,29517.00,2470.00,690,100.42,Boomers+,Medium Risk (600-740)
184,50,Female,43529.00,126175.00,797,3478.37,Gen X,Low Risk (>740)
1183,53,Male,32820.00,23004.00,740,841.10,Gen X,Medium Risk (600-740)
905,69,Male,96901.00,182809.00,701,2263.87,Boomers+,Medium Risk (600-740)
419,60,Male,33540.00,74530.00,734,2666.55,Gen X,Medium Risk (600-740)
239,26,Male,42201.00,138469.00,682,3937.41,Gen Z,Medium Risk (600-740)
1241,40,Female,49396.00,39549.00,814,960.78,Millennials,Low Risk (>740)
383,48,Male,34287.00,77180.00,760,2701.20,Gen X,Low Risk (>740)
1816,39,Female,34241.00,79551.00,784,2787.92,Millennials,Low Risk (>740)
1501,40,Male,36247.00,34079.00,712,1128.23,Millennials,Medium Risk (600-740)
497,63,Male,52380.00,8764.00,850,200.78,Boomers+,Low Risk (>740)
893,18,Male,34716.00,18962.00,850,655.44,Gen Z,Low Risk (>740)
44,85,Male,38194.00,1674.00,680,52.59,Boomers+,Medium Risk (600-740)
661,64,Male,42831.00,59948.00,566,1679.57,Boomers+,High Risk (<600)
939,80,Female,34819.00,2971.00,696,102.39,Boomers+,Medium Risk (600-740)
947,63,Male,34637.00,12623.00,710,437.32,Boomers+,Medium Risk (600-740)
1749,50,Female,17657.00,21899.00,614,1488.29,Gen X,Medium Risk (600-740)
385,79,Male,30434.00,23883.00,740,941.70,Boomers+,Medium Risk (600-740)
67,23,Female,47639.00,0.00,732,0.00,Gen Z,Medium Risk (600-740)
1298,32,Female,25603.00,26348.00,729,1234.92,Millennials,Medium Risk (600-740)
913,56,Male,28476.00,0.00,693,0.00,Gen X,Medium Risk (600-740)
1634,66,Male,20577.00,60152.00,825,3507.92,Boomers+,Low Risk (>740)
804,64,Male,30252.00,24172.00,812,958.83,Boomers+,Low Risk (>740)
1703,47,Female,49169.00,65994.00,747,1610.62,Gen X,Low Risk (>740)
1741,92,Male,24960.00,889.00,707,42.74,Boomers+,Medium Risk (600-740)
766,44,Female,30967.00,61201.00,685,2371.60,Millennials,Medium Risk (600-740)
472,50,Male,46039.00,79738.00,672,2078.36,Gen X,Medium Risk (600-740)
366,50,Female,39911.00,93823.00,625,2820.97,Gen X,Medium Risk (600-740)
1205,22,Male,56984.00,128684.00,680,2709.90,Gen Z,Medium Risk (600-740)
1705,50,Male,27952.00,2070.00,850,88.87,Gen X,Low Risk (>740)
626,22,Female,85954.00,108684.00,746,1517.33,Gen Z,Low Risk (>740)
1638,79,Female,57824.00,31354.00,668,650.68,Boomers+,Medium Risk (600-740)
1953,29,Female,43996.00,16260.00,842,443.49,Gen Z,Low Risk (>740)
1771,41,Male,51943.00,61722.00,794,1425.92,Millennials,Low Risk (>740)
931,34,Male,69270.00,97114.00,540,1682.36,Millennials,High Risk (<600)
1190,49,Female,44383.00,42369.00,707,1145.55,Gen X,Medium Risk (600-740)
371,82,Male,92368.00,2689.00,719,34.93,Boomers+,Medium Risk (600-740)
1404,52,Female,36472.00,80469.00,526,2647.59,Gen X,High Risk (<600)
1970,18,Male,51873.00,70144.00,731,1622.67,Gen Z,Medium Risk (600-740)
1364,47,Male,3.00,5.00,750,2000.00,Gen X,Low Risk (>740)
327,44,Male,36843.00,52248.00,772,1701.75,Millennials,Low Risk (>740)
1337,26,Male,38634.00,42099.00,800,1307.63,Gen Z,Low Risk (>740)
594,29,Male,33933.00,5329.00,698,188.45,Gen Z,Medium Risk (600-740)
1704,27,Male,63760.00,151177.00,716,2845.24,Gen Z,Medium Risk (600-740)
1500,53,Male,52904.00,144534.00,680,3278.41,Gen X,Medium Risk (600-740)
923,18,Female,47501.00,81625.00,735,2062.06,Gen Z,Medium Risk (600-740)
1788,59,Female,41845.00,90940.00,673,2607.91,Gen X,Medium Risk (600-740)
129,56,Female,44875.00,125909.00,510,3366.93,Gen X,High Risk (<600)
1756,30,Male,57969.00,92382.00,691,1912.37,Millennials,Medium Risk (600-740)
197,32,Male,32128.00,58373.00,724,2180.27,Millennials,Medium Risk (600-740)
219,47,Male,22505.00,27928.00,798,1489.16,Gen X,Low Risk (>740)
1820,60,Female,38394.00,69393.00,693,2168.87,Gen X,Medium Risk (600-740)
405,30,Male,34998.00,60749.00,627,2082.94,Millennials,Medium Risk (600-740)
726,58,Male,44924.00,27297.00,717,729.15,Gen X,Medium Risk (600-740)
20,86,Female,23371.00,0.00,757,0.00,Boomers+,Low Risk (>740)
216,60,Female,33178.00,85620.00,687,3096.75,Gen X,Medium Risk (600-740)
293,32,Female,42084.00,57760.00,661,1646.99,Millennials,Medium Risk (600-740)
1868,24,Male,57187.00,9756.00,714,204.72,Gen Z,Medium Risk (600-740)
1996,46,Female,44768.00,59862.00,728,1604.59,Gen X,Medium Risk (600-740)
1171,90,Male,39214.00,0.00,781,0.00,Boomers+,Low Risk (>740)
1154,73,Male,38809.00,19912.00,788,615.69,Boomers+,Low Risk (>740)
819,55,Female,37495.00,28449.00,687,910.49,Gen X,Medium Risk (600-740)
